"group","case","anchor_type","anchor_node","paired_seam_node","pre_nodes","post_nodes","ao30_pre","ao30_post","ao30_density_pre","ao30_density_post","redacted_tool_nodes_pre","redacted_tool_nodes_post","redacted_tool_node_density_pre","redacted_tool_node_density_post","redacted_tool_episodes_pre","redacted_tool_episodes_post","redacted_tool_episode_density_pre","redacted_tool_episode_density_post","capability_claims_pre","capability_claims_post","ria_proxy","ria_proxy_note"
"rtc_seams","eleventh_share","rtc_seam","277",,"272-276","278-282","1","0","0.2","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","eleventh_share","rtc_seam","333",,"328-332","334-338","2","0","0.4","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","twelfth_share","rtc_seam","13",,"8-12","14-18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","fifteenth_share","rtc_seam","51",,"46-50","52-56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","sixteenth_share","rtc_seam","386",,"381-385","387-391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","eighteenth_share","rtc_seam","265",,"260-264","266-270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","twentieth_share","rtc_seam","209",,"204-208","210-214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","twentieth_share","rtc_seam","278",,"273-277","279-283","4","0","0.8","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","ninth_share","rtc_seam","157",,"152-156","158-162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","ninth_share","rtc_seam","824",,"819-823","825-829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","ninth_share","rtc_seam","834",,"829-833","835-839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","eighth_share","rtc_seam","142",,"137-141","143-147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","eighth_share","rtc_seam","151",,"146-150","152-156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","eighth_share","rtc_seam","488",,"483-487","489-493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","eighth_share","rtc_seam","1069",,"1064-1068","1070-1074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","eighth_share","rtc_seam","1208",,"1203-1207","1209-1213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","test4","rtc_seam","479",,"474-478","480-484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","office_metaphor","rtc_seam","738",,"733-737","739-743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventeenth_share","rtc_seam","100",,"95-99","101-105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventeenth_share","rtc_seam","172",,"167-171","173-177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventeenth_share","rtc_seam","193",,"188-192","194-198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventeenth_share","rtc_seam","817",,"812-816","818-822","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventeenth_share","rtc_seam","913",,"908-912","914-918","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","tenth_share","rtc_seam","53",,"48-52","54-58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventh_share","rtc_seam","439",,"434-438","440-444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventh_share","rtc_seam","684",,"679-683","685-689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventh_share","rtc_seam","737",,"732-736","738-742","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventh_share","rtc_seam","768",,"763-767","769-773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventh_share","rtc_seam","829",,"824-828","830-834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventh_share","rtc_seam","1334",,"1329-1333","1335-1339","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventh_share","rtc_seam","1990",,"1985-1989","1991-1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventh_share","rtc_seam","2067",,"2062-2066","2068-2072","1","0","0.2","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","seventh_share","rtc_seam","2230",,"2225-2229","2231-2235","0","1","0","0.2","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","fifth_share","rtc_seam","208",,"203-207","209-213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","fifth_share","rtc_seam","656",,"651-655","657-661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","fourth_share","rtc_seam","601",,"596-600","602-606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","fourth_share","rtc_seam","744",,"739-743","745-749","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","fourth_share","rtc_seam","754",,"749-753","755-759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","sixth_share","rtc_seam","557",,"552-556","558-562","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","first_share","rtc_seam","459",,"454-458","460-464","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","third_share","rtc_seam","724",,"719-723","725-729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","twentysecond_share","rtc_seam","658",,"653-657","659-663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"rtc_seams","twentythird_share","rtc_seam","760",,"755-759","761-765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","eleventh_share","model_editable_context","279","277","274-278","280-284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","eleventh_share","model_editable_context","335","333","330-334","336-340","2","0","0.4","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","twelfth_share","model_editable_context","15","13","10-14","16-20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","fifteenth_share","model_editable_context","53","51","48-52","54-58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","sixteenth_share","model_editable_context","388","386","383-387","389-393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","eighteenth_share","model_editable_context","267","265","262-266","268-272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","twentieth_share","model_editable_context","211","209","206-210","212-216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","twentieth_share","model_editable_context","280","278","275-279","281-285","2","0","0.4","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","ninth_share","model_editable_context","159","157","154-158","160-164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","ninth_share","model_editable_context","826","824","821-825","827-831","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","ninth_share","model_editable_context","836","834","831-835","837-841","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","eighth_share","model_editable_context","144","142","139-143","145-149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","eighth_share","model_editable_context","153","151","148-152","154-158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","eighth_share","model_editable_context","490","488","485-489","491-495","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","eighth_share","model_editable_context","1071","1069","1066-1070","1072-1076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","eighth_share","model_editable_context","1210","1208","1205-1209","1211-1215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","test4","model_editable_context","481","479","476-480","482-486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","office_metaphor","model_editable_context","740","738","735-739","741-745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventeenth_share","model_editable_context","102","100","97-101","103-107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventeenth_share","model_editable_context","174","172","169-173","175-179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventeenth_share","model_editable_context","195","193","190-194","196-200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventeenth_share","model_editable_context","818","817","813-817","819-823","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventeenth_share","model_editable_context","915","913","910-914","916-920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","tenth_share","model_editable_context","55","53","50-54","56-60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventh_share","model_editable_context","441","439","436-440","442-446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventh_share","model_editable_context","686","684","681-685","687-691","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventh_share","model_editable_context","739","737","734-738","740-744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventh_share","model_editable_context","770","768","765-769","771-775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventh_share","model_editable_context","831","829","826-830","832-836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventh_share","model_editable_context","1336","1334","1331-1335","1337-1341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventh_share","model_editable_context","1992","1990","1987-1991","1993-1997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventh_share","model_editable_context","2069","2067","2064-2068","2070-2074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","seventh_share","model_editable_context","2231","2230","2226-2230","2232-2236","0","1","0","0.2","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","fifth_share","model_editable_context","210","208","205-209","211-215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","fifth_share","model_editable_context","658","656","653-657","659-663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","fourth_share","model_editable_context","603","601","598-602","604-608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","fourth_share","model_editable_context","746","744","741-745","747-751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","fourth_share","model_editable_context","756","754","751-755","757-761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","sixth_share","model_editable_context","559","557","554-558","560-564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","first_share","model_editable_context","461","459","456-460","462-466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","third_share","model_editable_context","726","724","721-725","727-731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
